,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4607,Malaria, chills, vomiting, high fever, sweating
4608,Chicken pox,itching, skin rash, fatigue, lethargy
4609,Dengue, skin rash, chills, joint pain, vomiting
4610,Allergy, chills, vomiting, fatigue, high fever
4611,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4612,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4613,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4614,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4615,Hepatitis E, joint pain, vomiting, fatigue, high fever
4616,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4617,Tuberculosis, chills, vomiting, fatigue, weight loss
4618,Common Cold, continuous sneezing, chills, fatigue, cough
4619,Pneumonia, chills, fatigue, cough, high fever
4620,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4621,Heart attack, vomiting, breathlessness, sweating, chest pain
4622,Varicose veins, fatigue, cramps, bruising, obesity
4623,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4624,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4625,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4626,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
4627,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
4628,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4629,Acne, skin rash, pus_filled_pimples, blackheads, scurring
4630,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4631,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
4632,Impetigo, skin rash, high fever, blister, red_sore_around_nose
4633,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
4634,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
4635,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4636,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4637,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4638,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4639, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
4640,Diabetes , fatigue, weight loss, restlessness, lethargy
4641,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4642,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4643,Hypertension , headache, chest pain, dizziness, loss of balance
4644,Migraine, acidity, indigestion, headache, blurred and distorted vision
4645,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
4646,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4647,Jaundice,itching, vomiting, fatigue, weight loss
4648,Malaria, chills, vomiting, high fever, sweating
4649,Chicken pox,itching, skin rash, fatigue, lethargy
4650,Dengue, skin rash, chills, joint pain, vomiting
4651,Allergy, chills, vomiting, fatigue, high fever
4652,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4653,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4654,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4655,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4656,Hepatitis E, joint pain, vomiting, fatigue, high fever
4657,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4658,Tuberculosis, chills, vomiting, fatigue, weight loss
4659,Common Cold, continuous sneezing, chills, fatigue, cough
4660,Pneumonia, chills, fatigue, cough, high fever
4661,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4662,Heart attack, vomiting, breathlessness, sweating, chest pain
4663,Varicose veins, fatigue, cramps, bruising, obesity
4664,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4665,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4666,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4667,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
4668,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
4669,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4670,Acne, skin rash, pus_filled_pimples, blackheads, scurring
4671,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4672,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
4673,Impetigo, skin rash, high fever, blister, red_sore_around_nose
4674,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
4675,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
4676,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4677,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4678,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4679,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4680, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
4681,Diabetes , fatigue, weight loss, restlessness, lethargy
4682,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4683,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4684,Hypertension , headache, chest pain, dizziness, loss of balance
4685,Migraine, acidity, indigestion, headache, blurred and distorted vision
4686,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
4687,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4688,Jaundice,itching, vomiting, fatigue, weight loss
4689,Malaria, chills, vomiting, high fever, sweating
4690,Chicken pox,itching, skin rash, fatigue, lethargy
4691,Dengue, skin rash, chills, joint pain, vomiting
4692,Allergy, chills, vomiting, fatigue, high fever
4693,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4694,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4695,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4696,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4697,Hepatitis E, joint pain, vomiting, fatigue, high fever
4698,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4699,Tuberculosis, chills, vomiting, fatigue, weight loss
4700,Common Cold, continuous sneezing, chills, fatigue, cough
4701,Pneumonia, chills, fatigue, cough, high fever
4702,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4703,Heart attack, vomiting, breathlessness, sweating, chest pain
4704,Varicose veins, fatigue, cramps, bruising, obesity
4705,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4706,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4707,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4708,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
4709,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
4710,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4711,Acne, skin rash, pus_filled_pimples, blackheads, scurring
4712,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4713,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
4714,Impetigo, skin rash, high fever, blister, red_sore_around_nose
4715,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
4716,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
4717,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4718,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4719,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4720,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4721, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
4722,Diabetes , fatigue, weight loss, restlessness, lethargy
4723,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4724,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4725,Hypertension , headache, chest pain, dizziness, loss of balance
4726,Migraine, acidity, indigestion, headache, blurred and distorted vision
4727,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
4728,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4729,Jaundice,itching, vomiting, fatigue, weight loss
4730,Malaria, chills, vomiting, high fever, sweating
4731,Chicken pox,itching, skin rash, fatigue, lethargy
4732,Dengue, skin rash, chills, joint pain, vomiting
4733,Allergy, chills, vomiting, fatigue, high fever
4734,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4735,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4736,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4737,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4738,Hepatitis E, joint pain, vomiting, fatigue, high fever
4739,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4740,Tuberculosis, chills, vomiting, fatigue, weight loss
4741,Common Cold, continuous sneezing, chills, fatigue, cough
4742,Pneumonia, chills, fatigue, cough, high fever
4743,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4744,Heart attack, vomiting, breathlessness, sweating, chest pain
4745,Varicose veins, fatigue, cramps, bruising, obesity
4746,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4747,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4748,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4749,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
4750,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
4751,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4752,Acne, skin rash, pus_filled_pimples, blackheads, scurring
4753,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4754,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
4755,Impetigo, skin rash, high fever, blister, red_sore_around_nose
4756,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
4757,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
4758,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4759,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4760,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4761,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4762, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
4763,Diabetes , fatigue, weight loss, restlessness, lethargy
4764,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4765,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4766,Hypertension , headache, chest pain, dizziness, loss of balance
4767,Migraine, acidity, indigestion, headache, blurred and distorted vision
4768,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
4769,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4770,Jaundice,itching, vomiting, fatigue, weight loss
4771,Malaria, chills, vomiting, high fever, sweating
4772,Chicken pox,itching, skin rash, fatigue, lethargy
4773,Dengue, skin rash, chills, joint pain, vomiting
4774,Allergy, chills, vomiting, fatigue, high fever
4775,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4776,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4777,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4778,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4779,Hepatitis E, joint pain, vomiting, fatigue, high fever
4780,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4781,Tuberculosis, chills, vomiting, fatigue, weight loss
4782,Common Cold, continuous sneezing, chills, fatigue, cough
4783,Pneumonia, chills, fatigue, cough, high fever
4784,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4785,Heart attack, vomiting, breathlessness, sweating, chest pain
4786,Varicose veins, fatigue, cramps, bruising, obesity
4787,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4788,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4789,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4790,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
4791,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
4792,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4793,Acne, skin rash, pus_filled_pimples, blackheads, scurring
4794,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4795,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
4796,Impetigo, skin rash, high fever, blister, red_sore_around_nose
4797,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
4798,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
4799,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4800,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4801,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4802,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4803, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
4804,Diabetes , fatigue, weight loss, restlessness, lethargy
4805,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4806,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4807,Hypertension , headache, chest pain, dizziness, loss of balance
4808,Migraine, acidity, indigestion, headache, blurred and distorted vision
4809,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
4810,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4811,Jaundice,itching, vomiting, fatigue, weight loss
4812,Malaria, chills, vomiting, high fever, sweating
4813,Chicken pox,itching, skin rash, fatigue, lethargy
4814,Dengue, skin rash, chills, joint pain, vomiting
4815,Allergy, chills, vomiting, fatigue, high fever
4816,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4817,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4818,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4819,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4820,Hepatitis E, joint pain, vomiting, fatigue, high fever
4821,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4822,Tuberculosis, chills, vomiting, fatigue, weight loss
4823,Common Cold, continuous sneezing, chills, fatigue, cough
4824,Pneumonia, chills, fatigue, cough, high fever
4825,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
